Id,SalePrice
236,99035.25
237,186527.35
238,200044.45
239,294467.865
240,129186.665
241,269738.67
242,104394.5
243,96294.005
244,124503.07
245,218713.165
246,242975.905
247,140173.115
248,144164.395
249,186434.25
250,228739.065
251,87729.0
252,314519.31
253,177627.185
254,158352.725
255,142935.875
256,240428.94
257,202299.84
258,227384.935
259,224368.0
260,99677.635
261,173494.5
262,296134.695
263,152062.825
264,129537.25
265,79796.18
266,175682.585
267,184687.5
268,166374.635
269,116684.795
270,151113.375
271,266040.375
272,212850.055
273,287031.205
274,146583.25
275,123779.415
276,180366.145
277,208517.5
278,104738.38
279,395174.96
280,233300.595
281,226210.7
282,180397.255
283,201823.37
284,246809.9
285,178429.05
286,161089.97
287,167395.5
288,96321.75
289,120765.25
290,138074.295
291,242171.69
292,135812.57
293,144671.245
294,240638.85
295,163841.37
296,144602.5
297,146640.93
298,233330.03
299,172739.5
300,139366.725
301,144241.25
302,274665.43
303,221203.955
304,132673.175
305,328373.19
306,316551.815
307,233779.085
308,100435.66
309,91972.75
310,346253.62
311,172731.06
312,129748.75
313,121121.75
314,263912.185
315,161891.425
316,184545.35
317,260405.54
318,254900.985
319,312714.65
320,196662.47
321,339650.11
322,339934.0
323,267639.41
324,130705.965
325,268161.595
326,91048.375
327,308037.19
328,152375.75
329,200005.32
330,82990.715
331,143736.98
332,138306.25
333,285102.635
334,201905.8
335,188876.52
336,186131.515
337,348135.225
338,217532.55
339,205054.325
340,153653.0
341,233397.58
342,92013.27
343,91305.045
344,270904.15
345,92457.07
346,135496.5
347,134554.75
348,184050.205
349,183180.69
350,420981.6
351,284924.975
352,211842.45
353,96068.665
354,111261.93
355,147608.5
356,174345.15
357,170523.0
358,140663.35
359,125520.215
360,271992.015
361,151467.55
362,131676.535
363,204584.345
364,111869.5
365,185126.285
366,125191.955
367,162444.25
368,159988.435
369,135734.625
370,158434.75
371,179399.295
372,137981.21
373,124310.575
374,122548.5
375,219702.25
376,80613.635
377,135598.05
378,325666.805
379,374970.29
380,181737.25
381,131619.46
382,193007.805
383,211536.635
384,90443.205
385,234853.31
386,195142.295
387,93651.82
388,147396.685
389,206598.015
390,365461.875
391,121440.525
392,213100.65
393,105507.01
394,100020.75
395,108206.595
396,132079.0
397,129134.3
398,148392.025
399,79006.0
400,226517.35
401,236677.03
402,171408.1
403,107452.215
404,268995.745
405,176727.15
406,159214.205
407,124346.015
408,165757.685
409,272764.705
410,326675.135
411,83006.045
412,141510.75
413,220464.49
414,117650.25
415,240354.055
416,181413.21
417,155871.63
418,229148.74
419,121055.75
420,141128.25
421,204983.375
422,203701.22
423,121192.11
424,312969.74
425,141147.375
426,140662.5
427,260456.96
428,120719.13
429,196236.55
430,175385.395
431,100298.0
432,91879.14
433,128009.14666666668
434,179661.375
435,83425.5
436,198249.185
437,111557.33
438,114856.965
439,92713.805
440,118289.75
441,419949.815
442,122810.96
443,145159.39
444,181018.055
445,213387.81
446,142026.75
447,204781.54
448,203665.59
449,120792.88
450,112235.055
451,110564.75
452,255546.41
453,202750.25
454,214689.595
455,157848.09
456,172040.65
457,100949.13
458,230196.44
459,190960.34
460,109439.24
461,264352.39
462,150571.075
463,87263.69
464,155177.545
465,126627.75
466,180851.74
467,165827.0
468,148794.86
469,249901.78
470,188664.95
471,219733.14
472,199211.125
473,143050.76
474,360018.775
475,259349.11
476,132888.05
477,199250.1
478,381654.535
479,312650.755
480,116991.41
481,341603.905
482,359286.34
483,163731.0
484,162539.7
485,131490.0
486,142903.25
487,148951.25
488,174266.25
489,156660.435
490,88779.5
491,113747.495
492,137759.0
493,173568.02
494,146059.185
495,101672.505
496,83812.815
497,395342.98
498,178604.775
499,128271.0
500,120408.13
501,116096.25
502,215495.755
503,144666.5
504,269558.17
505,145166.12
506,125364.035
507,222064.5
508,195942.475
509,154468.5
510,129177.25
511,158177.965
512,197057.315
513,127577.465
514,139438.125
515,93386.215
516,391125.0
517,163315.45
518,279967.875
519,205559.59
520,228757.51
521,101976.185
522,152566.75
523,159221.925
524,310852.425
525,301932.88
526,188092.66
527,129076.575
528,406082.19
529,91083.72
530,200704.86
531,181067.64
532,130837.165
533,108289.5
534,48694.615
535,196829.29
536,114050.31
537,191436.65
538,116063.41
539,153695.25
540,274203.05
541,348284.33
542,273070.55
543,218065.815
544,140890.375
545,187666.39
546,246685.395
547,193770.75
548,127538.3
549,125674.755
550,249020.97
551,143252.91666666666
552,117071.0
553,257541.64
554,107335.625
555,266297.265
556,115486.25
557,141466.25
558,109717.965
559,182388.95
560,219294.3
561,137646.5
562,166698.45
563,114150.75
564,179334.32
565,261457.995
566,127932.055
567,320510.665
568,217583.085
569,327403.165
570,137860.405
571,146514.725
572,121939.25
573,215284.285
574,169401.585
575,126630.415
576,116212.0
577,149676.2
578,160909.915
579,151714.37
580,133084.505
581,183095.25
582,390785.165
583,120682.5
584,332519.515
585,133013.975
586,360643.595
587,122443.915
588,137084.75
589,162501.95
590,88262.305
591,191849.475
592,427095.335
593,137813.6
594,141349.525
595,119515.25
596,322726.475
597,111493.185
598,191864.765
599,198865.025
600,155896.11
601,263350.015
602,136182.38
603,237589.155
604,151656.5
605,225021.12
606,216125.19
607,150855.685
608,155657.27
609,338776.345
610,126321.5
611,314267.62
612,151005.5
613,261924.955
614,127043.975
615,79453.0
616,143215.75
617,183334.7
618,111705.845
619,306250.105
620,310755.135
621,71702.38
622,234081.9
623,135872.0
624,175958.0
625,166264.41
626,144445.825
627,137958.5
628,151206.25
629,189427.87
630,166821.25
631,124339.75
632,217360.715
633,119638.35
634,137588.625
635,145541.685
636,189061.11
637,61416.72
638,102740.935
639,89917.165
640,271800.68
641,272029.655
642,229018.29
643,339243.05
644,155303.7
645,354778.085
646,141331.75
647,104247.66
648,149345.5
649,160582.41
650,83605.72
651,201653.765
652,114733.24
653,192772.575
654,135387.5
655,349691.565
656,91711.845
657,143716.5
658,152984.25
659,118216.685
660,164908.315
661,212325.465
662,345176.97
663,151432.34
664,141441.32
665,403743.03
666,247895.94
667,158022.5
668,198129.22
669,167800.7
670,125804.0
671,176093.68
672,118919.0
673,164380.85
674,241222.25
675,146715.5
676,152190.44
677,124948.045
678,107940.0
679,355652.57
680,131834.3
681,129078.915
682,130973.585
683,170793.95
684,288465.21
685,217224.53
686,222306.94
687,221496.7
688,151461.0
689,324249.035
690,187459.45
691,145709.51904761902
692,543664.915
693,315685.815
694,115221.375
695,143160.485
696,171075.65
697,92633.0
698,124219.5
699,135533.5
700,193587.85
701,323152.18
702,163202.55
703,347852.19
704,144147.205
705,214293.6
706,61622.36
707,288198.51
708,239050.58
709,172420.625
710,110344.91
711,64963.75
712,104493.01
713,201750.28
714,127546.8
715,181427.745
716,163096.15
717,234950.915
718,155688.12
719,326433.715
720,128220.75
721,282944.39
722,143628.91666666666
723,121362.25
724,134434.805
725,327757.27
726,120191.0
727,217734.5
728,194462.56
729,123460.935
730,105205.435
731,251902.16
732,184193.55
733,229591.775
734,131412.0
735,113076.0
736,160102.5
737,92542.5
738,240487.16
739,164425.74
740,203765.865
741,136701.285
742,137795.75
743,186144.395
744,169126.77
745,196278.175
746,325931.415
747,247523.71
748,268231.67
749,248909.6
750,102401.66
751,96282.86
752,165533.495
753,192984.765
754,283963.055
755,148462.255
756,172088.83
757,223197.37
758,158117.575
759,177266.875
760,305414.645
761,121954.415
762,124709.795
763,207189.915
764,331030.665
765,261564.225
766,269318.355
767,194216.5
768,163090.185
769,233881.695
770,487275.8
771,136395.1
772,109234.0
773,152798.5
774,117076.0
775,332586.18
776,162343.0
777,241107.77
778,141136.645
779,144340.145
780,139234.25
781,179019.025
782,178426.0
783,194066.4
784,158890.9
785,131715.5
786,166127.2
787,139142.415
788,234825.45
789,110433.25
790,214424.225
791,167574.56
792,148973.5
793,255004.54
794,226534.115
795,196783.025
796,171192.16
797,145114.98
798,111028.5
799,497986.16
800,163180.685
801,199113.875
802,119457.275
803,185732.075
804,527794.69
805,120595.375
806,215563.885
807,132410.75
808,207376.0
809,155727.75
810,116175.01
811,160385.84
812,145421.65
813,73232.675
814,156709.75
815,118352.26
816,225738.7
817,134554.665
818,278416.25
819,152346.5
820,215936.315
821,194609.595
822,99972.135
823,215391.725
824,136073.185
825,239375.32
826,384740.705
827,106679.25
828,195569.52
829,175943.015
830,149842.84
831,163368.5
832,150759.0
833,228508.245
834,164792.2
835,138262.75
836,131337.92
837,149227.4
838,100314.5
839,143220.25
840,128601.875
841,147005.435
842,153733.75
843,166283.0
844,137561.6
845,149970.75
846,175885.48
847,204218.65
848,129687.5
849,225697.4
850,184010.25
851,145639.75
852,209739.23
853,164035.25
854,162818.75
855,167020.0
856,130916.75
857,145269.55
858,169665.07
859,151288.5
860,237696.22
861,174435.825
862,131540.815
863,151933.175
864,134915.0
865,196691.5
866,144642.3
867,251015.36
868,131155.795
869,165188.11
870,233353.925
871,106745.715
872,193104.56
873,113181.96
874,129533.0
875,82743.5
876,298372.945
877,135551.84
878,324979.66
879,148888.8
880,133449.75
881,146681.84
882,195824.475
883,176731.275
884,129583.545
885,108491.0
886,314672.75
887,161384.485
888,136523.665
889,286606.8
890,154571.5
891,114468.93
892,170590.75
893,148392.125
894,148631.435
895,126074.635
896,163660.28
897,106465.095
898,143205.73
899,535118.555
900,134944.75
901,111802.665
902,148841.295
903,179014.675
904,247554.18
905,119292.75
906,129707.25
907,262210.935
908,218676.42
909,133299.3
910,175378.2
911,149904.58
912,145331.885
913,97052.555
914,142289.335
915,165217.91
916,81538.25
917,54681.555
918,137277.965
919,250696.015
920,174985.5
921,193996.39
922,151560.75
923,172163.82
924,189161.35
925,197788.64
926,166547.3
927,295142.42
928,210988.4
929,253367.11
930,241934.3
931,210846.805
932,120234.965
933,315039.435
934,199672.115
935,254367.945
936,92406.36
937,186737.89
938,245361.98
939,245325.37
940,240856.03
941,161180.01
942,225143.97
943,139227.225
944,145604.615
945,139583.51
946,157678.575
947,139286.87
948,272855.5
949,199097.03
950,170773.77
951,128623.875
952,121180.965
953,126417.13
954,172101.675
955,126288.0
956,177871.065
957,146545.285
958,131496.75
959,190495.625
960,160220.89
961,116753.0
962,237531.27
963,156836.5
964,258820.67
965,215457.03
966,177515.62
967,127444.565
968,133586.25
969,77865.94
970,118843.215
971,117457.415
972,178090.175
973,123786.665
974,191217.3
975,218152.785
976,161458.425
977,89391.715
978,204921.195
979,114146.75
980,140247.25
981,176319.595
982,328477.71
983,174398.885
984,265199.735
985,131755.31
986,127443.0
987,121927.0
988,392817.6
989,192567.95
990,197219.67
991,332998.71
992,220647.27
993,187634.125
994,174725.66
995,321132.84
996,118609.63
997,136435.625
998,179463.0
999,97798.0
1000,200245.585
1001,85923.75
1002,88216.595
1003,235657.42
1004,143168.24
1005,183722.2
1006,134289.45
1007,169501.25
1008,89054.75
1009,237101.0
1010,125751.69
1011,127089.125
1012,110027.895
1013,153138.87
1014,116075.465
1015,123539.0
1016,226841.78
1017,211897.31
1018,234728.795
1019,163476.425
1020,206716.4
1021,146719.51
1022,194300.57
1023,116755.595
1024,191387.15
1025,311424.025
1026,123035.31
1027,160928.435
1028,323513.975
1029,113969.0
1030,118394.5
1031,135519.98
1032,226254.67
1033,312248.635
1034,233561.615
1035,116689.84
1036,90691.085
1037,311567.285
1038,279720.54
1039,99796.5
1040,82127.75
1041,160885.16
1042,173902.425
1043,181495.505
1044,263829.125
1045,291442.18
1046,141530.22
1047,483536.02
1048,142154.75
1049,130575.82
1050,94937.34
1051,181367.305
1052,182757.69
1053,170274.0
1054,146714.025
1055,257732.16
1056,174808.12
1057,192089.99
1058,236630.575
1059,336106.565
1060,202436.435
1061,202245.63
1062,88392.225
1063,108383.37
1064,134052.125
1065,152539.8
1066,303599.76
1067,177132.085
1068,169908.0
1069,173319.37
1070,123187.1
1071,134293.75
1072,158618.495
1073,102802.86
1074,159715.25
1075,197094.63
1076,168965.885
1077,170226.75
1078,142108.575
1079,151346.62499999997
1080,128354.5
1081,167059.925
1082,131383.415
1083,196718.855
1084,157838.0
1085,183895.86
1086,146919.3333333333
1087,87097.0
1088,258618.505
1089,151292.395
1090,231682.995
1091,92693.045
1092,158675.165
1093,148751.5
1094,139383.21
1095,126768.3
1096,177922.165
1097,124301.88
1098,177945.925
1099,123381.25
1100,164919.19
1101,72263.17
1102,121213.415
1103,136235.625
1104,147640.66
1105,110647.905
1106,316784.345
1107,199991.025
1108,263622.59
1109,179584.29
1110,288475.635
1111,187695.85
1112,207044.52
1113,118540.715
1114,128763.75
1115,117352.0
1116,311831.3
1117,194451.02
1118,131619.0
1119,137423.165
1120,131603.165
1121,120376.13
1122,239475.825
1123,105263.86
1124,105341.715
1125,167120.95
1126,120478.82
1127,202656.685
1128,251883.12
1129,224316.715
1130,138264.3
1131,145264.66
1132,116308.5
1133,128562.87
1134,246736.785
1135,173677.075
1136,106666.0
1137,121931.5
1138,92879.715
1139,186184.0
1140,137252.745
1141,134038.935
1142,186475.675
1143,353205.08
1144,110362.25
1145,83103.915
1146,141718.95
1147,172486.185
1148,157189.425
1149,122366.5
1150,147983.825
1151,121666.745
1152,155251.16
1153,213570.75
1154,120628.665
1155,198775.475
1156,200395.275
1157,160941.235
1158,201379.05
1159,238988.11
1160,186073.7
1161,152918.39
1162,214048.545
1163,127465.0
1164,121899.11
1165,190109.0
1166,230076.57
1167,254023.275
1168,179807.45
1169,225872.12
1170,481490.79
1171,162759.875
1172,160449.75
1173,161439.795
1174,187772.96
1175,230092.2
1176,293848.525
1177,123037.5
1178,114200.58
1179,138894.0
1180,97054.425
1181,262039.43
1182,353440.305
1183,625228.595
1184,127098.0
1185,183413.25
1186,117501.735
1187,114141.395
1188,273978.385
1189,191685.25
1190,193899.45
1191,171126.05
1192,181988.56
1193,130231.725
1194,163325.085
1195,147881.5
1196,175020.3
1197,223578.32
1198,145624.25
1199,180592.915
1200,148640.995
1201,114079.72
1202,201278.835
1203,117057.21
1204,216852.05
1205,144470.76
1206,265794.085
1207,128880.9
1208,188960.53
1209,139831.3
1210,289480.755
1211,191751.25
1212,234056.725
1213,106816.25
1214,133560.55
1215,132090.75
1216,120705.995
1217,150779.35
1218,246421.29
1219,79164.595
1220,104749.755
1221,116498.58
1222,133838.165
1223,144645.0
1224,147126.4
1225,188588.84
1226,137648.715
1227,211994.7
1228,134268.385
1229,357740.24
1230,133388.62
1231,188083.615
1232,137667.98
1233,115445.84
1234,144149.545
1235,126531.09
1236,137634.605
1237,176234.85
1238,226716.92
1239,154932.925
1240,257286.7
1241,220612.5
1242,247929.47
1243,165861.0
1244,386197.565
1245,215649.56
1246,181621.82
1247,197043.335
1248,160392.0
1249,175689.06
1250,120245.75
1251,246779.71
1252,178248.7
1253,120294.58
1254,279537.405
1255,191983.165
1256,129182.0
1257,318096.4
1258,98555.63
1259,184671.95
1260,150708.0
1261,184395.35
1262,130010.75
1263,138845.095
1264,172664.955
1265,173909.965
1266,167086.875
1267,139638.2
1268,420949.51
1269,380579.65
1270,141679.915
1271,205963.27
1272,171383.12
1273,135745.25
1274,168978.75
1275,133015.25
1276,137848.55
1277,161354.575
1278,183765.7
1279,248681.46
1280,78986.61
1281,222098.2
1282,187484.96
1283,149136.25
1284,140647.435
1285,164178.75
1286,129684.13
1287,162068.0
1288,185617.525
1289,272741.02
1290,280270.81
1291,171161.25
1292,110108.75
1293,112368.925
1294,166312.2
1295,116742.345
1296,139098.04
1297,139293.665
1298,146391.66
1299,260392.29
1300,152935.375
1301,227225.795
1302,165775.0
1303,315413.565
1304,230065.19
1305,154212.245
1306,318431.92
1307,198222.705
1308,140215.8
1309,129781.375
1310,176856.555
1311,267914.49
1312,199985.285
1313,302861.805
1314,344967.02
1315,120113.25
1316,201063.5
1317,282542.835
1318,203365.67
1319,277698.155
1320,114197.25
1321,161107.61
1322,77825.58
1323,199471.05
1324,86371.795
1325,207639.925
1326,65455.63
1327,81408.305
1328,128741.25
1329,236268.85
1330,188514.065
1331,233062.565
1332,133378.05
1333,106470.75
1334,119484.71
1335,126608.45
1336,168767.2
1337,143002.89
1338,72256.04
1339,221323.895
1340,127005.5
1341,119073.045
1342,158368.435
1343,247524.585
1344,171380.095
1345,163754.675
1346,105653.38
1347,262444.985
1348,283455.03
1349,243085.375
1350,184233.355
1351,186963.805
1352,173584.425
1353,128530.425
1354,390380.44
1355,234852.65
1356,191156.54
1357,114827.83
1358,151171.685
1359,175506.98
1360,365024.0
1361,181583.35
1362,253550.655
1363,133541.66
1364,159722.85
1365,150520.16
1366,205230.685
1367,217986.24
1368,133763.465
1369,143182.875
1370,241819.335
1371,110430.675
1372,165455.5
1373,267759.74
1374,361976.855
1375,250934.88
1376,241745.995
1377,96022.0
1378,126883.985
1379,100578.0
1380,158442.19
1381,68696.0
1382,206117.935
1383,156767.95
1384,128643.59
1385,106903.5
1386,121100.88
1387,264272.33
1388,139319.435
1389,365044.245
1390,130793.75
1391,233847.215
1392,139581.83
1393,122317.785
1394,164691.75
1395,233574.65
1396,293375.115
1397,159836.32
1398,136303.9
1399,140398.82
1400,141438.0
1401,118284.63
1402,189803.86
1403,192049.095
1404,263649.19
1405,102812.435
1406,301140.12
1407,130046.0
1408,115171.0
1409,120928.51
1410,224214.95
1411,226027.46
1412,141160.495
1413,91280.795
1414,288645.155
1415,201884.5
1416,194886.555
1417,123730.03
1418,311799.43
1419,129060.25
1420,216953.6
1421,164334.59
1422,144446.75
1423,142092.95833333334
1424,188874.335
1425,145801.625
1426,156159.525
1427,260499.145
1428,142657.525
1429,115231.745
1430,183232.925
1431,187876.79
1432,142050.84
1433,82514.75
1434,185954.9
1435,160728.56
1436,176136.32
1437,119731.25
1438,373541.575
1439,148578.0
1440,186631.9
1441,187828.845
1442,145709.51904761902
1443,314909.58
1444,115099.75
1445,184672.22
1446,123733.48
1447,154631.0
1448,252753.105
1449,110997.76
1450,91404.5
1451,136749.43
1452,270001.685
1453,134875.29
1454,109256.125
1455,185160.825
1456,179139.2
1457,208541.86
1458,259612.27
1459,138689.625
1460,148959.375
